,image_number,xmin,ymin,xmax,ymax,x_values_odo,y_values_odo,z_values_odo,x_center,y_center,width,height
867,694,,,,,-6.018,3.235,0.993452,0,0,0,0
868,695,,,,,-6.035,3.23,0.992917,0,0,0,0
869,696,,,,,-6.049,3.227,0.992076,0,0,0,0
870,697,,,,,-6.06,3.224,0.990673,0,0,0,0
871,698,,,,,-6.068,3.222,0.989381,0,0,0,0
872,699,,,,,-6.073,3.22,0.987886,0,0,0,0
873,700,,,,,-6.075,3.219,0.986546,0,0,0,0
874,701,,,,,-6.075,3.219,0.985397,0,0,0,0
875,702,,,,,-6.075,3.219,0.983792,0,0,0,0
876,703,,,,,-6.075,3.219,0.982104,0,0,0,0
877,704,,,,,-6.075,3.219,0.980334,0,0,0,0
878,705,,,,,-6.075,3.219,0.978323,0,0,0,0
879,706,,,,,-6.075,3.219,0.976381,0,0,0,0
880,707,,,,,-6.075,3.219,0.974356,0,0,0,0
881,708,,,,,-6.075,3.219,0.97207,0,0,0,0
882,709,,,,,-6.075,3.219,0.969875,0,0,0,0
883,710,,,,,-6.075,3.219,0.967405,0,0,0,0
884,711,,,,,-6.075,3.219,0.965039,0,0,0,0
885,712,,,,,-6.075,3.219,0.962385,0,0,0,0
886,713,,,,,-6.075,3.219,0.95985,0,0,0,0
887,714,,,,,-6.077,3.218,0.958553,0,0,0,0
888,715,,,,,-6.081,3.215,0.957896,0,0,0,0
889,716,,,,,-6.088,3.211,0.957896,0,0,0,0
890,717,,,,,-6.098,3.204,0.958115,0,0,0,0
891,718,,,,,-6.11,3.196,0.957896,0,0,0,0
892,719,,,,,-6.125,3.186,0.958115,0,0,0,0
893,720,,,,,-6.142,3.175,0.957896,0,0,0,0
894,721,,,,,-6.159,3.163,0.957896,0,0,0,0
895,722,,,,,-6.175,3.152,0.958115,0,0,0,0
896,723,,,,,-6.191,3.141,0.958115,0,0,0,0
897,724,,,,,-6.208,3.13,0.958115,0,0,0,0
898,725,,,,,-6.224,3.119,0.958115,0,0,0,0
899,726,,,,,-6.241,3.108,0.958115,0,0,0,0
900,727,,,,,-6.258,3.097,0.958115,0,0,0,0
901,728,,,,,-6.274,3.086,0.958115,0,0,0,0
902,729,,,,,-6.291,3.075,0.957896,0,0,0,0
903,730,,,,,-6.307,3.064,0.957676,0,0,0,0
904,731,,,,,-6.324,3.053,0.957896,0,0,0,0
905,732,,,,,-6.34,3.042,0.958115,0,0,0,0
906,733,,,,,-6.357,3.03,0.957676,0,0,0,0
907,734,,,,,-6.373,3.02,0.957896,0,0,0,0
908,735,,,,,-6.388,3.01,0.956791,0,0,0,0
909,736,,,,,-6.399,3.002,0.954538,0,0,0,0
910,737,,,,,-6.408,2.995,0.951291,0,0,0,0
911,738,,,,,-6.415,2.99,0.948421,0,0,0,0
912,739,,,,,-6.419,2.987,0.945471,0,0,0,0
913,740,,,,,-6.421,2.985,0.942697,0,0,0,0
914,741,,,,,-6.421,2.985,0.940117,0,0,0,0
915,742,,,,,-6.421,2.985,0.937482,0,0,0,0
916,743,,,,,-6.421,2.985,0.933701,0,0,0,0
917,744,,,,,-6.421,2.985,0.930655,0,0,0,0
918,745,,,,,-6.421,2.985,0.92697,0,0,0,0
919,746,,,,,-6.421,2.985,0.923487,0,0,0,0
920,747,,,,,-6.421,2.985,0.919626,0,0,0,0
921,748,,,,,-6.421,2.985,0.915982,0,0,0,0
922,749,,,,,-6.421,2.985,0.911946,0,0,0,0
923,750,,,,,-6.421,2.985,0.908141,0,0,0,0
924,751,,,,,-6.421,2.985,0.90426,0,0,0,0
925,752,,,,,-6.423,2.983,0.90229,0,0,0,0
926,753,,,,,-6.426,2.98,0.901298,0,0,0,0
927,754,,,,,-6.431,2.973,0.90163,0,0,0,0
928,755,,,,,-6.439,2.963,0.901298,0,0,0,0
929,756,,,,,-6.448,2.951,0.900967,0,0,0,0
930,757,,,,,-6.459,2.937,0.901298,0,0,0,0
931,758,,,,,-6.471,2.921,0.900967,0,0,0,0
932,759,,,,,-6.484,2.905,0.901298,0,0,0,0
933,760,,,,,-6.496,2.89,0.900967,0,0,0,0
934,761,,,,,-6.508,2.874,0.901298,0,0,0,0
935,762,,,,,-6.52,2.858,0.901298,0,0,0,0
936,763,,,,,-6.532,2.843,0.901298,0,0,0,0
937,764,,,,,-6.545,2.827,0.900967,0,0,0,0
938,765,,,,,-6.556,2.813,0.899635,0,0,0,0
939,766,,,,,-6.564,2.802,0.896268,0,0,0,0
940,767,,,,,-6.571,2.793,0.891813,0,0,0,0
941,768,,,,,-6.575,2.787,0.88727,0,0,0,0
942,769,,,,,-6.578,2.782,0.882639,0,0,0,0
943,770,,,,,-6.58,2.78,0.878653,0,0,0,0
944,771,,,,,-6.58,2.78,0.875714,0,0,0,0
945,772,,,,,-6.58,2.78,0.870869,0,0,0,0
946,773,,,,,-6.58,2.78,0.86632,0,0,0,0
947,774,,,,,-6.58,2.78,-0.861699,0,0,0,0
948,775,,,,,-6.58,2.78,-0.85661,0,0,0,0
949,776,,,,,-6.58,2.78,-0.851837,0,0,0,0
950,777,,,,,-6.58,2.78,-0.846993,0,0,0,0
951,778,,,,,-6.58,2.78,-0.842077,0,0,0,0
952,779,,,,,-6.58,2.78,-0.836672,0,0,0,0
953,780,,,,,-6.58,2.78,-0.831183,0,0,0,0
954,781,,,,,-6.58,2.78,-0.825613,0,0,0,0
955,782,,,,,-6.58,2.78,-0.820836,0,0,0,0
956,783,,,,,-6.58,2.778,-0.818205,0,0,0,0
957,784,,,,,-6.582,2.773,-0.816884,0,0,0,0
958,785,,,,,-6.585,2.765,-0.816884,0,0,0,0
959,786,,,,,-6.589,2.753,-0.816884,0,0,0,0
960,787,,,,,-6.593,2.74,-0.816442,0,0,0,0
961,788,,,,,-6.599,2.723,-0.816442,0,0,0,0
962,789,,,,,-6.606,2.704,-0.816442,0,0,0,0
963,790,,,,,-6.612,2.685,-0.817325,0,0,0,0
964,791,,,,,-6.618,2.666,-0.816442,0,0,0,0
965,792,,,,,-6.625,2.647,-0.816442,0,0,0,0
966,793,,,,,-6.631,2.628,-0.816,0,0,0,0
967,794,,,,,-6.637,2.609,-0.816442,0,0,0,0
968,795,,,,,-6.644,2.59,-0.816442,0,0,0,0
969,796,,,,,-6.65,2.572,-0.816442,0,0,0,0
970,797,,,,,-6.657,2.553,-0.816884,0,0,0,0
971,798,,,,,-6.663,2.534,-0.816442,0,0,0,0
972,799,,,,,-6.669,2.515,-0.816442,0,0,0,0
973,800,,,,,-6.675,2.499,-0.813783,0,0,0,0
974,801,,,,,-6.679,2.485,-0.810211,0,0,0,0
975,802,,,,,-6.682,2.475,-0.804342,0,0,0,0
976,803,,,,,-6.685,2.467,-0.798394,0,0,0,0
977,804,,,,,-6.686,2.462,-0.792366,0,0,0,0
978,805,,,,,-6.686,2.46,-0.787676,0,0,0,0
979,806,,,,,-6.687,2.46,-0.783416,0,0,0,0
980,807,,,,,-6.686,2.46,-0.777677,0,0,0,0
981,808,,,,,-6.686,2.46,-0.771873,0,0,0,0
982,809,,,,,-6.686,2.46,-0.765513,0,0,0,0
983,810,,,,,-6.686,2.46,-0.759574,0,0,0,0
984,811,,,,,-6.686,2.46,-0.753571,0,0,0,0
985,812,,,,,-6.686,2.46,-0.746996,0,0,0,0
986,813,,,,,-6.687,2.458,-0.743937,0,0,0,0
987,814,,,,,-6.687,2.452,-0.743426,0,0,0,0
988,815,,,,,-6.688,2.444,-0.741889,0,0,0,0
989,816,,,,,-6.689,2.432,-0.742914,0,0,0,0
990,817,,,,,-6.69,2.418,-0.741889,0,0,0,0
991,818,,,,,-6.692,2.4,-0.742401,0,0,0,0
992,819,,,,,-6.693,2.38,-0.741889,0,0,0,0
993,820,,,,,-6.695,2.36,-0.741889,0,0,0,0
994,821,,,,,-6.697,2.34,-0.741889,0,0,0,0
995,822,,,,,-6.699,2.32,-0.742401,0,0,0,0
996,823,,,,,-6.7,2.3,-0.741889,0,0,0,0
997,824,,,,,-6.702,2.28,-0.741889,0,0,0,0
998,825,,,,,-6.704,2.261,-0.741889,0,0,0,0
999,826,,,,,-6.706,2.241,-0.741889,0,0,0,0
1000,827,,,,,-6.707,2.221,-0.741889,0,0,0,0
1001,828,,,,,-6.709,2.201,-0.741889,0,0,0,0
1002,829,,,,,-6.711,2.181,-0.742401,0,0,0,0
1003,830,,,,,-6.713,2.161,-0.742401,0,0,0,0
1004,831,,,,,-6.714,2.141,-0.742401,0,0,0,0
1005,832,,,,,-6.716,2.122,-0.741889,0,0,0,0
1006,833,,,,,-6.718,2.102,-0.742401,0,0,0,0
1007,834,,,,,-6.72,2.082,-0.742401,0,0,0,0
1008,835,,,,,-6.721,2.062,-0.741889,0,0,0,0
1009,836,,,,,-6.723,2.042,-0.741889,0,0,0,0
1010,837,,,,,-6.725,2.022,-0.741889,0,0,0,0
1011,838,,,,,-6.727,2.002,-0.742401,0,0,0,0
1012,839,,,,,-6.728,1.982,-0.741889,0,0,0,0
1013,840,,,,,-6.73,1.963,-0.742401,0,0,0,0
1014,841,,,,,-6.732,1.943,-0.741889,0,0,0,0
1015,842,,,,,-6.734,1.923,-0.742401,0,0,0,0
1016,843,,,,,-6.735,1.906,-0.739318,0,0,0,0
1017,844,,,,,-6.736,1.892,-0.734665,0,0,0,0
1018,845,,,,,-6.737,1.881,-0.727882,0,0,0,0
1019,846,,,,,-6.737,1.873,-0.721027,0,0,0,0
1020,847,,,,,-6.737,1.868,-0.714635,0,0,0,0
1021,848,,,,,-6.737,1.866,-0.708724,0,0,0,0
1022,849,,,,,-6.737,1.865,-0.70385,0,0,0,0
1023,850,,,,,-6.737,1.865,-0.697299,0,0,0,0
1024,851,,,,,-6.737,1.865,-0.690136,0,0,0,0
1025,852,,,,,-6.737,1.865,-0.684022,0,0,0,0
1026,853,,,,,-6.737,1.865,-0.676734,0,0,0,0
1027,854,,,,,-6.737,1.865,-0.669947,0,0,0,0
1028,855,,,,,-6.737,1.865,-0.662531,0,0,0,0
1029,856,,,,,-6.737,1.865,-0.655627,0,0,0,0
1030,857,,,,,-6.737,1.863,-0.652154,0,0,0,0
1031,858,,,,,-6.736,1.858,-0.650413,0,0,0,0
1032,859,,,,,-6.735,1.85,-0.650413,0,0,0,0
1033,860,,,,,-6.733,1.838,-0.649831,0,0,0,0
1034,861,,,,,-6.73,1.824,-0.649831,0,0,0,0
1035,862,,,,,-6.727,1.806,-0.649831,0,0,0,0
1036,863,,,,,-6.724,1.786,-0.649831,0,0,0,0
1037,864,,,,,-6.72,1.766,-0.649831,0,0,0,0
1038,865,,,,,-6.717,1.747,-0.64925,0,0,0,0
1039,866,,,,,-6.714,1.727,-0.649831,0,0,0,0
1040,867,,,,,-6.711,1.708,-0.649831,0,0,0,0
1041,868,,,,,-6.707,1.688,-0.649831,0,0,0,0
1042,869,,,,,-6.704,1.668,-0.649831,0,0,0,0
1043,870,,,,,-6.701,1.648,-0.650413,0,0,0,0
1044,871,,,,,-6.697,1.629,-0.649831,0,0,0,0
1045,872,,,,,-6.694,1.609,-0.649831,0,0,0,0
1046,873,,,,,-6.691,1.59,-0.650413,0,0,0,0
1047,874,,,,,-6.687,1.57,-0.649831,0,0,0,0
1048,875,,,,,-6.684,1.55,-0.650994,0,0,0,0
1049,876,,,,,-6.681,1.531,-0.649831,0,0,0,0
1050,877,,,,,-6.678,1.511,-0.649831,0,0,0,0
1051,878,,,,,-6.674,1.491,-0.649831,0,0,0,0
1052,879,,,,,-6.671,1.472,-0.649831,0,0,0,0
1053,880,,,,,-6.668,1.452,-0.64925,0,0,0,0
1054,881,,,,,-6.664,1.432,-0.64925,0,0,0,0
1055,882,,,,,-6.661,1.413,-0.649831,0,0,0,0
1056,883,,,,,-6.658,1.393,-0.649831,0,0,0,0
1057,884,,,,,-6.654,1.373,-0.649831,0,0,0,0
1058,885,,,,,-6.651,1.354,-0.64925,0,0,0,0
1059,886,,,,,-6.648,1.334,-0.649831,0,0,0,0
1060,887,,,,,-6.644,1.315,-0.649831,0,0,0,0
1061,888,,,,,-6.641,1.295,-0.649831,0,0,0,0
1062,889,,,,,-6.638,1.275,-0.650413,0,0,0,0
1063,890,,,,,-6.634,1.256,-0.649831,0,0,0,0
1064,891,,,,,-6.631,1.236,-0.650413,0,0,0,0
1065,892,,,,,-6.628,1.216,-0.64925,0,0,0,0
1066,893,,,,,-6.625,1.197,-0.649831,0,0,0,0
1067,894,,,,,-6.621,1.177,-0.649831,0,0,0,0
1068,895,,,,,-6.618,1.157,-0.649831,0,0,0,0
1069,896,,,,,-6.615,1.138,-0.649831,0,0,0,0
1070,897,,,,,-6.611,1.118,-0.64925,0,0,0,0
1071,898,,,,,-6.608,1.098,-0.649831,0,0,0,0
1072,899,,,,,-6.605,1.079,-0.64925,0,0,0,0
1073,900,,,,,-6.601,1.059,-0.650413,0,0,0,0
1074,901,,,,,-6.598,1.039,-0.649831,0,0,0,0
1075,902,,,,,-6.595,1.02,-0.650413,0,0,0,0
1076,903,,,,,-6.591,1,-0.64925,0,0,0,0
1077,904,1,119,154,529,-6.588,0.983,-0.646336,77,324,153,410
1078,905,1,124,143,534,-6.586,0.969,-0.641067,72,329,142,410
1079,906,,,,,-6.584,0.958,-0.633403,0,0,0,0
1080,907,1,129,125,534,-6.582,0.95,-0.626272,63,331,124,405
1081,908,2,123,136,537,-6.581,0.945,-0.619089,69,330,134,414
1082,909,,,,,-6.58,0.942,-0.611854,0,0,0,0
1083,910,,,,,-6.579,0.939,-0.610037,0,0,0,0
1084,911,,,,,-6.577,0.931,-0.609431,0,0,0,0
1085,912,,,,,-6.574,0.92,-0.609431,0,0,0,0
1086,913,,,,,-6.57,0.907,-0.610037,0,0,0,0
1087,914,,,,,-6.566,0.891,-0.609431,0,0,0,0
1088,915,,,,,-6.56,0.872,-0.609431,0,0,0,0
1089,916,,,,,-6.555,0.852,-0.608824,0,0,0,0
1090,917,1,107,208,542,-6.55,0.834,-0.608824,104,324,207,435
1091,918,1,102,240,550,-6.544,0.814,-0.609431,120,326,239,448
1092,919,2,109,263,551,-6.539,0.795,-0.609431,132,330,261,442
1093,920,1,110,314,551,-6.534,0.776,-0.608824,157,330,313,441
1094,921,4,112,351,561,-6.528,0.757,-0.610037,177,336,347,449
1095,922,26,122,390,561,-6.523,0.737,-0.609431,208,341,364,439
1096,923,69,128,414,550,-6.518,0.718,-0.609431,241,339,345,422
1097,924,83,129,460,552,-6.512,0.699,-0.609431,271,340,377,423
1098,925,65,120,441,555,-6.507,0.68,-0.609431,253,337,376,435
1099,926,69,129,451,569,-6.502,0.661,-0.610037,260,349,382,440
1100,927,70,131,441,561,-6.496,0.641,-0.609431,255,346,371,430
1101,928,61,135,436,565,-6.491,0.622,-0.610037,248,350,375,430
1102,929,51,132,430,569,-6.486,0.603,-0.609431,240,350,379,437
1103,930,43,126,423,572,-6.48,0.584,-0.609431,233,349,380,446
1104,931,45,123,435,584,-6.475,0.565,-0.609431,240,353,390,461
1105,932,73,125,443,584,-6.47,0.546,-0.609431,258,354,370,459
1106,933,124,124,506,574,-6.464,0.526,-0.608824,315,349,382,450
1107,934,171,130,522,580,-6.459,0.507,-0.608824,346,355,351,450
1108,935,195,134,556,584,-6.454,0.488,-0.610037,375,359,361,450
1109,936,223,134,591,591,-6.448,0.469,-0.608824,407,362,368,457
1110,937,272,139,629,580,-6.443,0.45,-0.610037,450,359,357,441
1111,937,2,196,196,528,-6.443,0.45,-0.610037,99,362,194,332
1112,938,302,139,645,583,-6.437,0.43,-0.609431,473,361,343,444
1113,938,1,191,235,522,-6.437,0.43,-0.609431,118,356,234,331
1114,939,331,144,693,591,-6.432,0.411,-0.610037,512,367,362,447
1115,939,14,176,259,525,-6.432,0.411,-0.610037,136,350,245,349
1116,940,324,147,700,604,-6.427,0.392,-0.609431,512,375,376,457
1117,940,5,196,260,528,-6.427,0.392,-0.609431,132,362,255,332
1118,941,329,146,693,591,-6.421,0.373,-0.609431,511,368,364,445
1119,941,10,196,270,534,-6.421,0.373,-0.609431,140,365,260,338
1120,942,318,144,664,601,-6.416,0.354,-0.610037,491,372,346,457
1121,942,1,202,262,535,-6.416,0.354,-0.610037,131,368,261,333
1122,943,319,141,695,593,-6.411,0.334,-0.609431,507,367,376,452
1123,943,1,192,254,541,-6.411,0.334,-0.609431,127,366,253,349
1124,944,317,133,677,591,-6.405,0.315,-0.609431,497,362,360,458
1125,944,1,195,247,533,-6.405,0.315,-0.609431,124,364,246,338
1126,945,302,134,700,597,-6.4,0.296,-0.610037,501,365,398,463
1127,945,1,205,249,547,-6.4,0.296,-0.610037,125,376,248,342
1128,946,296,131,660,596,-6.395,0.277,-0.609431,478,363,364,465
1129,946,3,191,253,549,-6.395,0.277,-0.609431,128,370,250,358
1130,947,314,128,696,613,-6.389,0.258,-0.609431,505,370,382,485
1131,947,2,184,251,535,-6.389,0.258,-0.609431,126,359,249,351
1132,948,301,122,705,604,-6.384,0.238,-0.609431,503,363,404,482
1133,948,2,178,243,534,-6.384,0.238,-0.609431,122,356,241,356
1134,949,300,126,696,594,-6.379,0.219,-0.609431,498,360,396,468
1135,949,1,180,257,539,-6.379,0.219,-0.609431,129,359,256,359
1136,950,313,113,702,597,-6.373,0.2,-0.609431,507,355,389,484
1137,950,1,177,252,534,-6.373,0.2,-0.609431,126,355,251,357
1138,951,367,111,758,594,-6.368,0.181,-0.609431,562,352,391,483
1139,951,34,181,293,526,-6.368,0.181,-0.609431,163,353,259,345
1140,952,388,125,774,597,-6.363,0.162,-0.608824,581,361,386,472
1141,952,76,182,332,535,-6.363,0.162,-0.608824,204,358,256,353
1142,953,432,114,819,598,-6.357,0.143,-0.610037,625,356,387,484
1143,953,118,182,385,540,-6.357,0.143,-0.610037,251,361,267,358
1144,954,449,105,825,604,-6.352,0.123,-0.609431,637,354,376,499
1145,954,124,184,393,529,-6.352,0.123,-0.609431,258,356,269,345
1146,954,1,186,180,500,-6.352,0.123,-0.609431,90,343,179,314
1147,955,487,85,855,607,-6.347,0.104,-0.609431,671,346,368,522
1148,955,192,150,426,527,-6.347,0.104,-0.609431,309,338,234,377
1149,955,5,191,215,498,-6.347,0.104,-0.609431,110,344,210,307
1150,956,529,116,902,608,-6.341,0.085,-0.608824,715,362,373,492
1151,956,218,193,459,543,-6.341,0.085,-0.608824,338,368,241,350
1152,956,34,200,245,512,-6.341,0.085,-0.608824,139,356,211,312
1153,957,554,113,948,613,-6.336,0.066,-0.609431,751,363,394,500
1154,957,238,203,492,558,-6.336,0.066,-0.609431,365,380,254,355
1155,957,62,205,286,498,-6.336,0.066,-0.609431,174,351,224,293
1156,958,572,120,979,612,-6.331,0.047,-0.610037,775,366,407,492
1157,958,265,205,519,541,-6.331,0.047,-0.610037,392,373,254,336
1158,958,92,208,313,508,-6.331,0.047,-0.610037,202,358,221,300
1159,958,1,229,121,475,-6.331,0.047,-0.610037,61,352,120,246
1160,959,569,119,975,615,-6.325,0.027,-0.609431,772,367,406,496
1161,959,258,205,514,547,-6.325,0.027,-0.609431,386,376,256,342
1162,959,77,210,296,508,-6.325,0.027,-0.609431,186,359,219,298
1163,959,1,231,118,471,-6.325,0.027,-0.609431,59,351,117,240
1164,960,566,116,979,618,-6.32,0.008,-0.610037,772,367,413,502
1165,960,256,202,509,544,-6.32,0.008,-0.610037,382,373,253,342
1166,960,74,213,296,509,-6.32,0.008,-0.610037,185,361,222,296
1167,960,1,232,110,469,-6.32,0.008,-0.610037,55,350,109,237
1168,961,563,115,984,626,-6.315,-0.011,-0.609431,773,370,421,511
1169,961,249,199,505,536,-6.315,-0.011,-0.609431,377,367,256,337
1170,961,72,205,296,519,-6.315,-0.011,-0.609431,184,362,224,314
1171,961,1,231,105,475,-6.315,-0.011,-0.609431,53,353,104,244
1172,962,563,111,979,624,-6.309,-0.03,-0.609431,771,367,416,513
1173,962,250,197,502,546,-6.309,-0.03,-0.609431,376,371,252,349
1174,962,64,205,288,505,-6.309,-0.03,-0.609431,176,355,224,300
1175,962,1,233,107,471,-6.309,-0.03,-0.609431,54,352,106,238
1176,963,565,111,978,630,-6.304,-0.049,-0.609431,771,370,413,519
1177,963,243,202,500,546,-6.304,-0.049,-0.609431,371,374,257,344
1178,963,63,203,295,510,-6.304,-0.049,-0.609431,179,356,232,307
1179,963,1,237,94,480,-6.304,-0.049,-0.609431,47,358,93,243
1180,964,562,108,987,635,-6.299,-0.069,-0.608824,774,371,425,527
1181,964,243,202,501,549,-6.299,-0.069,-0.608824,372,375,258,347
1182,964,54,206,286,515,-6.299,-0.069,-0.608824,170,360,232,309
1183,964,1,259,89,478,-6.299,-0.069,-0.608824,45,368,88,219
1184,965,562,107,989,637,-6.293,-0.088,-0.608824,775,372,427,530
1185,965,237,203,498,549,-6.293,-0.088,-0.608824,367,376,261,346
1186,965,58,208,287,513,-6.293,-0.088,-0.608824,172,360,229,305
1187,966,560,103,993,642,-6.288,-0.107,-0.609431,776,372,433,539
1188,966,229,203,501,555,-6.288,-0.107,-0.609431,365,379,272,352
1189,966,49,205,280,519,-6.288,-0.107,-0.609431,164,362,231,314
1190,966,1,275,87,481,-6.288,-0.107,-0.609431,44,378,86,206
1191,967,559,105,1000,639,-6.283,-0.126,-0.609431,779,372,441,534
1192,967,225,202,497,563,-6.283,-0.126,-0.609431,361,382,272,361
1193,967,45,206,272,522,-6.283,-0.126,-0.609431,158,364,227,316
1194,967,1,286,81,408,-6.283,-0.126,-0.609431,41,347,80,122
1195,968,549,93,1002,640,-6.277,-0.145,-0.609431,775,366,453,547
1196,968,226,195,481,544,-6.277,-0.145,-0.609431,353,369,255,349
1197,968,36,190,272,519,-6.277,-0.145,-0.609431,154,354,236,329
1198,969,555,91,1001,653,-6.272,-0.164,-0.610037,778,372,446,562
1199,969,220,191,495,569,-6.272,-0.164,-0.610037,357,380,275,378
1200,969,40,200,273,508,-6.272,-0.164,-0.610037,156,354,233,308
1201,970,567,86,1029,653,-6.266,-0.184,-0.609431,798,369,462,567
1202,970,236,191,500,565,-6.266,-0.184,-0.609431,368,378,264,374
1203,970,53,198,281,521,-6.266,-0.184,-0.609431,167,359,228,323
1204,971,608,79,1027,647,-6.261,-0.203,-0.610037,817,363,419,568
1205,971,285,198,543,557,-6.261,-0.203,-0.610037,414,377,258,359
1206,971,92,205,321,519,-6.261,-0.203,-0.610037,206,362,229,314
1207,971,1,228,117,472,-6.261,-0.203,-0.610037,59,350,116,244
1208,972,645,87,1099,657,-6.256,-0.222,-0.609431,872,372,454,570
1209,972,314,199,576,559,-6.256,-0.222,-0.609431,445,379,262,360
1210,972,136,212,364,526,-6.256,-0.222,-0.609431,250,369,228,314
1211,972,2,225,153,470,-6.256,-0.222,-0.609431,77,347,151,245
1212,973,677,87,1141,663,-6.251,-0.241,-0.610037,909,375,464,576
1213,973,339,199,610,558,-6.251,-0.241,-0.610037,474,378,271,359
1214,973,173,214,405,519,-6.251,-0.241,-0.610037,289,366,232,305
1215,973,12,218,201,498,-6.251,-0.241,-0.610037,106,358,189,280
1216,974,689,83,1144,664,-6.245,-0.26,-0.609431,916,373,455,581
1217,974,361,202,628,562,-6.245,-0.26,-0.609431,494,382,267,360
1218,974,196,208,413,518,-6.245,-0.26,-0.609431,304,363,217,310
1219,974,22,236,207,477,-6.245,-0.26,-0.609431,114,356,185,241
1220,975,744,82,1183,669,-6.24,-0.28,-0.609431,963,375,439,587
1221,975,410,206,670,559,-6.24,-0.28,-0.609431,540,382,260,353
1222,975,234,212,466,517,-6.24,-0.28,-0.609431,350,364,232,305
1223,975,65,241,264,473,-6.24,-0.28,-0.609431,164,357,199,232
1224,976,749,85,1236,676,-6.234,-0.299,-0.609431,992,380,487,591
1225,976,444,204,702,563,-6.234,-0.299,-0.609431,573,383,258,359
1226,976,267,218,506,527,-6.234,-0.299,-0.609431,386,372,239,309
1227,976,100,240,298,486,-6.234,-0.299,-0.609431,199,363,198,246
1228,977,824,98,1280,682,-6.229,-0.318,-0.610037,1052,390,456,584
1229,977,487,207,744,578,-6.229,-0.318,-0.610037,615,392,257,371
1230,977,311,214,530,537,-6.229,-0.318,-0.610037,420,375,219,323
1231,977,158,249,338,488,-6.229,-0.318,-0.610037,248,368,180,239
1232,977,7,272,142,460,-6.229,-0.318,-0.610037,74,366,135,188
1233,978,831,75,1280,689,-6.224,-0.337,-0.609431,1055,382,449,614
1234,978,518,208,769,576,-6.224,-0.337,-0.609431,643,392,251,368
1235,978,357,226,552,541,-6.224,-0.337,-0.609431,454,383,195,315
1236,978,186,256,364,486,-6.224,-0.337,-0.609431,275,371,178,230
1237,978,20,272,160,468,-6.224,-0.337,-0.609431,90,370,140,196
1238,979,856,87,1280,684,-6.219,-0.356,-0.610037,1068,385,424,597
1239,979,521,213,787,576,-6.219,-0.356,-0.610037,654,394,266,363
1240,979,348,230,579,547,-6.219,-0.356,-0.610037,463,388,231,317
1241,979,202,255,393,493,-6.219,-0.356,-0.610037,297,374,191,238
1242,979,39,277,195,475,-6.219,-0.356,-0.610037,117,376,156,198
1243,980,851,80,1280,684,-6.213,-0.376,-0.608824,1065,382,429,604
1244,980,520,207,785,575,-6.213,-0.376,-0.608824,652,391,265,368
1245,980,343,225,565,527,-6.213,-0.376,-0.608824,454,376,222,302
1246,980,197,253,386,499,-6.213,-0.376,-0.608824,291,376,189,246
1247,980,33,277,176,475,-6.213,-0.376,-0.608824,104,376,143,198
1248,981,848,80,1280,688,-6.208,-0.395,-0.608824,1064,384,432,608
1249,981,517,210,782,580,-6.208,-0.395,-0.608824,649,395,265,370
1250,981,354,226,566,531,-6.208,-0.395,-0.608824,460,378,212,305
1251,981,193,251,382,491,-6.208,-0.395,-0.608824,287,371,189,240
1252,981,29,277,181,474,-6.208,-0.395,-0.608824,105,375,152,197
1253,982,852,72,1280,694,-6.202,-0.414,-0.609431,1066,383,428,622
1254,982,524,206,789,581,-6.202,-0.414,-0.609431,656,393,265,375
1255,982,352,226,572,534,-6.202,-0.414,-0.609431,462,380,220,308
1256,982,189,248,356,494,-6.202,-0.414,-0.609431,272,371,167,246
1257,982,24,271,180,470,-6.202,-0.414,-0.609431,102,370,156,199
1258,983,853,75,1280,699,-6.198,-0.431,-0.605785,1066,387,427,624
1259,983,511,205,787,578,-6.198,-0.431,-0.605785,649,391,276,373
1260,983,346,224,584,528,-6.198,-0.431,-0.605785,465,376,238,304
1261,983,177,248,373,493,-6.198,-0.431,-0.605785,275,370,196,245
1262,983,28,269,188,470,-6.198,-0.431,-0.605785,108,369,160,201
1263,984,860,59,1280,691,-6.194,-0.444,-0.599681,1070,375,420,632
1264,984,513,194,822,572,-6.194,-0.444,-0.599681,667,383,309,378
1265,984,346,218,579,526,-6.194,-0.444,-0.599681,462,372,233,308
1266,984,185,245,365,479,-6.194,-0.444,-0.599681,275,362,180,234
1267,984,26,265,176,462,-6.194,-0.444,-0.599681,101,363,150,197
1268,985,874,48,1280,699,-6.19,-0.455,-0.59231,1077,373,406,651
1269,985,516,198,792,565,-6.19,-0.455,-0.59231,654,381,276,367
1270,985,344,214,570,527,-6.19,-0.455,-0.59231,457,370,226,313
1271,985,189,241,375,480,-6.19,-0.455,-0.59231,282,360,186,239
1272,985,29,260,179,454,-6.19,-0.455,-0.59231,104,357,150,194
1273,986,887,42,1280,693,-6.188,-0.463,-0.583647,1083,367,393,651
1274,986,528,192,810,573,-6.188,-0.463,-0.583647,669,382,282,381
1275,986,363,210,582,528,-6.188,-0.463,-0.583647,472,369,219,318
1276,986,193,239,394,476,-6.188,-0.463,-0.583647,293,357,201,237
1277,986,45,264,182,458,-6.188,-0.463,-0.583647,113,361,137,194
1278,987,922,40,1280,694,-6.186,-0.468,-0.576793,1101,367,358,654
1279,987,565,190,828,570,-6.186,-0.468,-0.576793,696,380,263,380
